run_accession	sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	read_count	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
ERR4557903	SAMEA7221992	ERX4493799	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	85447	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-14	ena-RUN-UFPA-03-09-2020-02:15:42:809-14	11854941	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/003/ERR4557903/ERR4557903.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557903/AMI58_S15_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/003/ERR4557903	GUT15	Gut microbiome	
ERR4557906	SAMEA7221995	ERX4493802	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	146637	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-17	ena-RUN-UFPA-03-09-2020-02:15:42:809-17	21597464	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/006/ERR4557906/ERR4557906.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557906/AMI163_S3_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/006/ERR4557906	GUT18	Gut microbiome	
ERR4557908	SAMEA7221997	ERX4493804	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	105045	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-19	ena-RUN-UFPA-03-09-2020-02:15:42:809-19	15314298	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/008/ERR4557908/ERR4557908.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557908/AMI172_S4_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/008/ERR4557908	GUT20	Gut microbiome	
ERR4557913	SAMEA7222002	ERX4493809	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	57945	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-24	ena-RUN-UFPA-03-09-2020-02:15:42:809-24	7909688	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/003/ERR4557913/ERR4557913.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557913/ANI81_S32_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/003/ERR4557913	GUT25	Gut microbiome	
ERR4557918	SAMEA7222007	ERX4493814	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	84340	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-29	ena-RUN-UFPA-03-09-2020-02:15:42:809-29	12417224	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/008/ERR4557918/ERR4557918.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557918/BEL01_S18_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/008/ERR4557918	GUT30	Gut microbiome	
ERR4557909	SAMEA7221998	ERX4493805	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	50678	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-20	ena-RUN-UFPA-03-09-2020-02:15:42:809-20	7261742	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/009/ERR4557909/ERR4557909.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557909/AMI173_S9_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/009/ERR4557909	GUT21	Gut microbiome	
ERR4557921	SAMEA7222010	ERX4493817	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	128286	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-32	ena-RUN-UFPA-03-09-2020-02:15:42:809-32	16791675	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/001/ERR4557921/ERR4557921.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557921/BEL04_S21_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/001/ERR4557921	GUT33	Gut microbiome	
ERR4557910	SAMEA7221978	ERX4493806	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	67067	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-21	ena-RUN-UFPA-03-09-2020-02:15:42:809-21	9539545	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/000/ERR4557910/ERR4557910.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557910/ANI47_S81_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/000/ERR4557910	GUT1	Gut microbiome	
ERR4557922	SAMEA7222011	ERX4493818	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	196586	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-33	ena-RUN-UFPA-03-09-2020-02:15:42:810-33	27716903	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/002/ERR4557922/ERR4557922.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557922/BEL05_S22_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/002/ERR4557922	GUT34	Gut microbiome	
ERR4557912	SAMEA7222001	ERX4493808	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	46311	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-23	ena-RUN-UFPA-03-09-2020-02:15:42:809-23	6839591	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/002/ERR4557912/ERR4557912.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557912/ANI76_S45_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/002/ERR4557912	GUT24	Gut microbiome	
ERR4557914	SAMEA7222003	ERX4493810	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	56806	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-25	ena-RUN-UFPA-03-09-2020-02:15:42:809-25	8051583	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/004/ERR4557914/ERR4557914.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557914/ANI92_S21_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/004/ERR4557914	GUT26	Gut microbiome	
ERR4557925	SAMEA7222014	ERX4493821	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	143994	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:810-36	ena-RUN-UFPA-03-09-2020-02:15:42:810-36	20220489	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/005/ERR4557925/ERR4557925.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557925/BEL08_S25_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/005/ERR4557925	GUT37	Gut microbiome	
ERR4557915	SAMEA7222004	ERX4493811	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	23232	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-26	ena-RUN-UFPA-03-09-2020-02:15:42:809-26	3553113	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/005/ERR4557915/ERR4557915.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557915/ANI104_S44_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/005/ERR4557915	GUT27	Gut microbiome	
ERR4557929	SAMEA7222018	ERX4493825	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	71586	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:810-40	ena-RUN-UFPA-03-09-2020-02:15:42:810-40	11453368	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/009/ERR4557929/ERR4557929.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557929/BEL12_S29_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/009/ERR4557929	GUT41	Gut microbiome	
ERR4557916	SAMEA7222005	ERX4493812	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	107502	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-27	ena-RUN-UFPA-03-09-2020-02:15:42:809-27	14974786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/006/ERR4557916/ERR4557916.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557916/ARA54_S57_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/006/ERR4557916	GUT28	Gut microbiome	
ERR4557931	SAMEA7222020	ERX4493827	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	75189	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:810-42	ena-RUN-UFPA-03-09-2020-02:15:42:810-42	13843225	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/001/ERR4557931/ERR4557931.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557931/BEL14_S31_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/001/ERR4557931	GUT43	Gut microbiome	
ERR4557932	SAMEA7222021	ERX4493828	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	172811	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:810-43	ena-RUN-UFPA-03-09-2020-02:15:42:810-43	25267624	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/002/ERR4557932/ERR4557932.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557932/BEL15_S32_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/002/ERR4557932	GUT44	Gut microbiome	
ERR4557920	SAMEA7222009	ERX4493816	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	61352	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:809-31	ena-RUN-UFPA-03-09-2020-02:15:42:809-31	8875167	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/000/ERR4557920/ERR4557920.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557920/BEL03_S20_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/000/ERR4557920	GUT32	Gut microbiome	
ERR4557933	SAMEA7222022	ERX4493829	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	160106	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:810-44	ena-RUN-UFPA-03-09-2020-02:15:42:810-44	22217277	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/003/ERR4557933/ERR4557933.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557933/BEL16_S33_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/003/ERR4557933	GUT45	Gut microbiome	
ERR4557923	SAMEA7222012	ERX4493819	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	180884	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:810-34	ena-RUN-UFPA-03-09-2020-02:15:42:810-34	24182416	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/003/ERR4557923/ERR4557923.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557923/BEL06_S23_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/003/ERR4557923	GUT35	Gut microbiome	
ERR4557934	SAMEA7222023	ERX4493830	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	174146	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:810-45	ena-RUN-UFPA-03-09-2020-02:15:42:810-45	24576751	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/004/ERR4557934/ERR4557934.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557934/BEL17_S34_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/004/ERR4557934	GUT46	Gut microbiome	
ERR4557924	SAMEA7222013	ERX4493820	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	161290	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:810-35	ena-RUN-UFPA-03-09-2020-02:15:42:810-35	23921435	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/004/ERR4557924/ERR4557924.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557924/BEL07_S24_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/004/ERR4557924	GUT36	Gut microbiome	
ERR4557938	SAMEA7222027	ERX4493834	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	177362	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:810-49	ena-RUN-UFPA-03-09-2020-02:15:42:810-49	25180066	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/008/ERR4557938/ERR4557938.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557938/BEL33_S67_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/008/ERR4557938	GUT50	Gut microbiome	
ERR4557935	SAMEA7222024	ERX4493831	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	158440	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:810-46	ena-RUN-UFPA-03-09-2020-02:15:42:810-46	23330131	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/005/ERR4557935/ERR4557935.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557935/BEL18_S35_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/005/ERR4557935	GUT47	Gut microbiome	
ERR4557945	SAMEA7222034	ERX4493841	PRJEB39990	ERA2827957	9606	Homo sapiens	unspecified	SINGLE	AMPLICON	METAGENOMIC	PCR	41443	2021-08-09	Illumina MiSeq sequencing	Gut microbiome characterization of urban and traditional amazonian populations	ena-STUDY-UFPA-23-08-2020-21:29:00:030-227	ena-EXPERIMENT-UFPA-03-09-2020-02:15:42:810-56	ena-RUN-UFPA-03-09-2020-02:15:42:810-56	6222232	ftp.sra.ebi.ac.uk/vol1/fastq/ERR455/005/ERR4557945/ERR4557945.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR455/ERR4557945/CAS07_S43_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR455/005/ERR4557945	GUT57	Gut microbiome	
