run_accession	sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	read_count	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
SRR6357115	SAMN08141873	SRX3453535	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_22	PAIRED	AMPLICON	METAGENOMIC	PCR	196338	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_22	N19_L001_R1_001.fastq	19811268;25451191	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/005/SRR6357115/SRR6357115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/005/SRR6357115/SRR6357115_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/005/SRR6357115	IG_584	Pregnant_without_GDM	
SRR6357120	SAMN08141919	SRX3453530	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_68	PAIRED	AMPLICON	METAGENOMIC	PCR	120686	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_68	N58_L001_R1_001.fastq	12333143;13895396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/000/SRR6357120/SRR6357120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/000/SRR6357120/SRR6357120_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/000/SRR6357120	DG_265	Pregnant_with_GDM	
SRR6357121	SAMN08141861	SRX3453529	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_10	PAIRED	AMPLICON	METAGENOMIC	PCR	74561	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_10	N10_L001_R1_001.fastq	8296393;10263218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/001/SRR6357121/SRR6357121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/001/SRR6357121/SRR6357121_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/001/SRR6357121	NG_11	Non_Pregnant	
SRR6357123	SAMN08141915	SRX3453527	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_64	PAIRED	AMPLICON	METAGENOMIC	PCR	134743	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_64	N54_L001_R1_001.fastq	13785819;16475221	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/003/SRR6357123/SRR6357123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/003/SRR6357123/SRR6357123_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/003/SRR6357123	DG_260	Pregnant_with_GDM	
SRR6357124	SAMN08141857	SRX3453526	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_06	PAIRED	AMPLICON	METAGENOMIC	PCR	164088	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_06	N6_L001_R1_001.fastq	18304969;18777019	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/004/SRR6357124/SRR6357124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/004/SRR6357124/SRR6357124_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/004/SRR6357124	NG_06	Non_Pregnant	
SRR6357127	SAMN08141858	SRX3453523	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_07	PAIRED	AMPLICON	METAGENOMIC	PCR	122063	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_07	N7_L001_R1_001.fastq	12206176;15475353	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/007/SRR6357127/SRR6357127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/007/SRR6357127/SRR6357127_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/007/SRR6357127	NG_07	Non_Pregnant	
SRR6357141	SAMN08141925	SRX3453509	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_74	PAIRED	AMPLICON	METAGENOMIC	PCR	116269	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_74	N64_L001_R1_001.fastq	12021416;13814210	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/001/SRR6357141/SRR6357141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/001/SRR6357141/SRR6357141_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/001/SRR6357141	DG_274	Pregnant_with_GDM	
SRR6357142	SAMN08141924	SRX3453508	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_73	PAIRED	AMPLICON	METAGENOMIC	PCR	85296	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_73	N63_L001_R2_001.fastq	8736096;11081784	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/002/SRR6357142/SRR6357142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/002/SRR6357142/SRR6357142_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/002/SRR6357142	DG_270	Pregnant_with_GDM	
SRR6357147	SAMN08141887	SRX3453503	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_36	PAIRED	AMPLICON	METAGENOMIC	PCR	105689	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_36	N33_L001_R1_001.fastq	11754893;12721105	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/007/SRR6357147/SRR6357147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/007/SRR6357147/SRR6357147_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/007/SRR6357147	IG_609	Pregnant_without_GDM	
SRR6357154	SAMN08141870	SRX3453496	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_19	PAIRED	AMPLICON	METAGENOMIC	PCR	263313	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_19	N16_L001_R2_001.fastq	25807806;32992395	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/004/SRR6357154/SRR6357154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/004/SRR6357154/SRR6357154_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/004/SRR6357154	IG_570	Pregnant_without_GDM	
SRR6357089	SAMN08141884	SRX3453561	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_33	PAIRED	AMPLICON	METAGENOMIC	PCR	74474	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_33	N30_L001_R2_001.fastq	8007998;9919226	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/009/SRR6357089/SRR6357089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/009/SRR6357089/SRR6357089_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/009/SRR6357089	IG_604	Pregnant_without_GDM	
SRR6357094	SAMN08141908	SRX3453556	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_57	PAIRED	AMPLICON	METAGENOMIC	PCR	344508	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_57	N73_L001_R1_001.fastq	41163408;43482358	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/004/SRR6357094/SRR6357094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/004/SRR6357094/SRR6357094_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/004/SRR6357094	IG_634	Pregnant_without_GDM	
SRR6357097	SAMN08141900	SRX3453553	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_49	PAIRED	AMPLICON	METAGENOMIC	PCR	146061	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_49	N46_L001_R1_001.fastq	16837794;18499519	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/007/SRR6357097/SRR6357097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/007/SRR6357097/SRR6357097_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/007/SRR6357097	IG_637	Pregnant_without_GDM	
SRR6357102	SAMN08141898	SRX3453548	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_47	PAIRED	AMPLICON	METAGENOMIC	PCR	236957	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_47	N44_L001_R2_001.fastq	25983951;28764283	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/002/SRR6357102/SRR6357102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/002/SRR6357102/SRR6357102_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/002/SRR6357102	IG_632	Pregnant_without_GDM	
SRR6357104	SAMN08141892	SRX3453546	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_41	PAIRED	AMPLICON	METAGENOMIC	PCR	134436	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_41	N38_L001_R2_001.fastq	15015180;16776757	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/004/SRR6357104/SRR6357104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/004/SRR6357104/SRR6357104_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/004/SRR6357104	IG_615	Pregnant_without_GDM	
SRR6357098	SAMN08141901	SRX3453552	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_50	PAIRED	AMPLICON	METAGENOMIC	PCR	187934	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_50	N47_L001_R1_001.fastq	21257992;22166397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/008/SRR6357098/SRR6357098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/008/SRR6357098/SRR6357098_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/008/SRR6357098	IG_642	Pregnant_without_GDM	
SRR6357099	SAMN08141931	SRX3453551	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_80	PAIRED	AMPLICON	METAGENOMIC	PCR	106685	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_80	N77_L001_R1_001.fastq	13295287;14206369	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/009/SRR6357099/SRR6357099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/009/SRR6357099/SRR6357099_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/009/SRR6357099	DG_279	Pregnant_with_GDM	
SRR6357112	SAMN08141874	SRX3453538	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_23	PAIRED	AMPLICON	METAGENOMIC	PCR	145608	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_23	N20_L001_R1_001.fastq	15017001;18600088	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/002/SRR6357112/SRR6357112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/002/SRR6357112/SRR6357112_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/002/SRR6357112	IG_588	Pregnant_without_GDM	
SRR6357113	SAMN08141875	SRX3453537	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_24	PAIRED	AMPLICON	METAGENOMIC	PCR	180407	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_24	N21_L001_R1_001.fastq	18338637;22928533	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/003/SRR6357113/SRR6357113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/003/SRR6357113/SRR6357113_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/003/SRR6357113	IG_589	Pregnant_without_GDM	
SRR6357100	SAMN08141896	SRX3453550	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_45	PAIRED	AMPLICON	METAGENOMIC	PCR	220771	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_45	N42_L001_R1_001.fastq	24794283;27676677	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/000/SRR6357100/SRR6357100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/000/SRR6357100/SRR6357100_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/000/SRR6357100	IG_621	Pregnant_without_GDM	
SRR6357116	SAMN08141918	SRX3453534	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_67	PAIRED	AMPLICON	METAGENOMIC	PCR	71959	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_67	N57_L001_R2_001.fastq	7483433;8971085	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/006/SRR6357116/SRR6357116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/006/SRR6357116/SRR6357116_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/006/SRR6357116	DG_264	Pregnant_with_GDM	
SRR6357101	SAMN08141897	SRX3453549	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_46	PAIRED	AMPLICON	METAGENOMIC	PCR	106255	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_46	N43_L001_R1_001.fastq	12179744;14634308	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/001/SRR6357101/SRR6357101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/001/SRR6357101/SRR6357101_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/001/SRR6357101	IG_625	Pregnant_without_GDM	
SRR6357105	SAMN08141893	SRX3453545	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_42	PAIRED	AMPLICON	METAGENOMIC	PCR	138936	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_42	N39_L001_R2_001.fastq	16392702;17175237	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/005/SRR6357105/SRR6357105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/005/SRR6357105/SRR6357105_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/005/SRR6357105	IG_618	Pregnant_without_GDM	
SRR6357125	SAMN08141856	SRX3453525	PRJNA421371	SRA636793	408170	human gut metagenome	LIB_05	PAIRED	AMPLICON	METAGENOMIC	PCR	152911	2017-12-08	Illumina MiSeq sequencing: Cross-sectional study comparing the fecal microbiota composition of non-pregnant women and pregnant women with and without gestational diabetes mellitus	Analysis of oral, intestinal and vaginal microbiota composition and its relation to gestational diabetes mellitus	PRJNA421371	LIB_05	N5_L001_R2_001.fastq	16439642;18879379	ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/005/SRR6357125/SRR6357125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR635/005/SRR6357125/SRR6357125_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR635/005/SRR6357125	NG_05	Non_Pregnant	
