run_accession	sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	read_count	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
SRR2937651	SAMN04261316	SRX1440317	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_01A_540	SINGLE	AMPLICON	METAGENOMIC	PCR	17309	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of peri-urban Lima human fecal metagenome 01A_540	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_01A_540	seqs_merged_q20_01A.540.fastq	408313	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937651/SRR2937651.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/001/SRR2937651	01A_540	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937652	SAMN04261317	SRX1440318	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_01B_000	SINGLE	AMPLICON	METAGENOMIC	PCR	19636	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of peri-urban Lima human fecal metagenome 01B_000	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_01B_000	seqs_merged_q20_01B.000.fastq	510535	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937652/SRR2937652.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/002/SRR2937652	01B_000	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937653	SAMN04261320	SRX1440319	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_01B_549	SINGLE	AMPLICON	METAGENOMIC	PCR	21082	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of peri-urban Lima human fecal metagenome 01B_549	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_01B_549	seqs_merged_q20_01B.549.fastq	599218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937653/SRR2937653.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/003/SRR2937653	01B_549	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937669	SAMN04261158	SRX1440335	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_020101	SINGLE	AMPLICON	METAGENOMIC	PCR	35877	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 020101	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_020101	seqs_merged_q20_020101.fastq	1231820	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937669/SRR2937669.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/009/SRR2937669	020101	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937670	SAMN04261159	SRX1440336	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_020102	SINGLE	AMPLICON	METAGENOMIC	PCR	34861	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 020102	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_020102	seqs_merged_q20_020102.fastq	1186474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937670/SRR2937670.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/000/SRR2937670	020102	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937672	SAMN04261161	SRX1440338	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_020104	SINGLE	AMPLICON	METAGENOMIC	PCR	29150	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 020104	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_020104	seqs_merged_q20_020104.fastq	807991	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937672/SRR2937672.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/002/SRR2937672	020104	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937673	SAMN04261162	SRX1440339	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_020201	SINGLE	AMPLICON	METAGENOMIC	PCR	37865	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 020201	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_020201	seqs_merged_q20_020201.fastq	1183849	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937673/SRR2937673.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/003/SRR2937673	020201	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937674	SAMN04261163	SRX1440340	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_020202	SINGLE	AMPLICON	METAGENOMIC	PCR	31965	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 020202	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_020202	seqs_merged_q20_020202.fastq	916400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937674/SRR2937674.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/004/SRR2937674	020202	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937675	SAMN04261164	SRX1440341	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_020203	SINGLE	AMPLICON	METAGENOMIC	PCR	25656	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 020203	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_020203	seqs_merged_q20_020203.fastq	814282	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937675/SRR2937675.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/005/SRR2937675	020203	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937676	SAMN04261165	SRX1440342	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_020204	SINGLE	AMPLICON	METAGENOMIC	PCR	28278	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 020204	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_020204	seqs_merged_q20_020204.fastq	796090	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937676/SRR2937676.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/006/SRR2937676	020204	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937685	SAMN04261170	SRX1440351	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_030101	SINGLE	AMPLICON	METAGENOMIC	PCR	47432	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 030101	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_030101	seqs_merged_q20_030101.fastq	1152956	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937685/SRR2937685.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/005/SRR2937685	030101	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937687	SAMN04261172	SRX1440353	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_030103	SINGLE	AMPLICON	METAGENOMIC	PCR	28093	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 030103	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_030103	seqs_merged_q20_030103.fastq	712475	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937687/SRR2937687.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/007/SRR2937687	030103	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937688	SAMN04261173	SRX1440354	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_030104	SINGLE	AMPLICON	METAGENOMIC	PCR	29395	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 030104	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_030104	seqs_merged_q20_030104.fastq	799419	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937688/SRR2937688.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/008/SRR2937688	030104	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937691	SAMN04261175	SRX1440357	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_030202	SINGLE	AMPLICON	METAGENOMIC	PCR	31638	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 030202	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_030202	seqs_merged_q20_030202.fastq	840913	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937691/SRR2937691.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/001/SRR2937691	030202	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937692	SAMN04261176	SRX1440358	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_030203	SINGLE	AMPLICON	METAGENOMIC	PCR	33457	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 030203	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_030203	seqs_merged_q20_030203.fastq	866242	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937692/SRR2937692.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/002/SRR2937692	030203	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937693	SAMN04261177	SRX1440359	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_030204	SINGLE	AMPLICON	METAGENOMIC	PCR	20967	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 030204	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_030204	seqs_merged_q20_030204.fastq	567564	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937693/SRR2937693.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/003/SRR2937693	030204	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937698	SAMN04262467	SRX1440364	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_0304af	SINGLE	AMPLICON	METAGENOMIC	PCR	33837	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran water metagenome 0304af	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_0304af	seqs_merged_q20_0304af.fastq	783425	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937698/SRR2937698.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/008/SRR2937698	0304af	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937699	SAMN04261599	SRX1440365	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_0305_3a	SINGLE	AMPLICON	METAGENOMIC	PCR	28016	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of rural Salvadoran soil metagenome 0305_3a	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_0305_3a	seqs_merged_q20_0305.3a.fastq	741415	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937699/SRR2937699.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/009/SRR2937699	0305_3a	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937709	SAMN04261186	SRX1440375	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_030702	SINGLE	AMPLICON	METAGENOMIC	PCR	44209	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 030702	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_030702	seqs_merged_q20_030702.fastq	1248873	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937709/SRR2937709.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/009/SRR2937709	030702	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937710	SAMN04261187	SRX1440376	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_030703	SINGLE	AMPLICON	METAGENOMIC	PCR	38639	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 030703	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_030703	seqs_merged_q20_030703.fastq	1132715	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937710/SRR2937710.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/000/SRR2937710	030703	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937712	SAMN04261349	SRX1440378	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_03A_000	SINGLE	AMPLICON	METAGENOMIC	PCR	22019	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of peri-urban Lima human fecal metagenome 03A_000	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_03A_000	seqs_merged_q20_03A.000.fastq	760185	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937712/SRR2937712.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/002/SRR2937712	03A_000	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937717	SAMN04261354	SRX1440383	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_03F_000	SINGLE	AMPLICON	METAGENOMIC	PCR	10242	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of peri-urban Lima human fecal metagenome 03F_000	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_03F_000	seqs_merged_q20_03F.000.fastq	272357	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937717/SRR2937717.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/007/SRR2937717	03F_000	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937723	SAMN04261600	SRX1440389	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_0402_3a	SINGLE	AMPLICON	METAGENOMIC	PCR	32628	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran soil metagenome 0402_3a	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_0402_3a	seqs_merged_q20_0402.3a.fastq	957744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937723/SRR2937723.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/003/SRR2937723	0402_3a	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937724	SAMN04261553	SRX1440390	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_0402	SINGLE	AMPLICON	METAGENOMIC	PCR	33807	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran soil metagenome 0402	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_0402	seqs_merged_q20_0402.fastq	1149727	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937724/SRR2937724.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/004/SRR2937724	0402	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937729	SAMN04261578	SRX1440395	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_0402a	SINGLE	AMPLICON	METAGENOMIC	PCR	27923	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of rural Salvadoran soil metagenome 0402a	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_0402a	seqs_merged_q20_0402a.fastq	830812	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937729/SRR2937729.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/009/SRR2937729	0402a	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937732	SAMN04261196	SRX1440398	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_040303	SINGLE	AMPLICON	METAGENOMIC	PCR	38421	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran human fecal metagenome 040303	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_040303	seqs_merged_q20_040303.fastq	1126759	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937732/SRR2937732.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/002/SRR2937732	040303	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937741	SAMN04261356	SRX1440407	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_04B_564	SINGLE	AMPLICON	METAGENOMIC	PCR	17593	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of peri-urban Lima human fecal metagenome 04B_564	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_04B_564	seqs_merged_q20_04B.564.fastq	552636	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937741/SRR2937741.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/001/SRR2937741	04B_564	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937743	SAMN04261358	SRX1440409	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_04D_562	SINGLE	AMPLICON	METAGENOMIC	PCR	13510	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of peri-urban Lima human fecal metagenome 04D_562	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_04D_562	seqs_merged_q20_04D.562.fastq	438988	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937743/SRR2937743.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/003/SRR2937743	04D_562	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937747	SAMN04261360	SRX1440413	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_05A_000	SINGLE	AMPLICON	METAGENOMIC	PCR	12537	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of peri-urban Lima human fecal metagenome 05A_000	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_05A_000	seqs_merged_q20_05A.000.fastq	286324	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937747/SRR2937747.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/007/SRR2937747	05A_000	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937750	SAMN04261363	SRX1440416	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_05C_000	SINGLE	AMPLICON	METAGENOMIC	PCR	10385	2016-06-27	Illumina MiSeq sequencing: 16S amplicon sequencing of peri-urban Lima human fecal metagenome 05C_000	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_05C_000	seqs_merged_q20_05C.000.fastq	322984	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937750/SRR2937750.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/000/SRR2937750	05C_000	MIMS Environmental/Metagenome sample from wastewater metagenome	
SRR2937758	SAMN04261603	SRX1440424	PRJNA300541	SRA312534	527639	wastewater metagenome	16S_0602_3a	SINGLE	AMPLICON	METAGENOMIC	PCR	38014	2016-06-27	Illumina HiSeq 2500 sequencing: 16S amplicon sequencing of rural Salvadoran soil metagenome 0602_3a	Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America	PRJNA300541	16S_0602_3a	seqs_merged_q20_0602.3a.fastq	1893431	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937758/SRR2937758.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR293/008/SRR2937758	0602_3a	MIMS Environmental/Metagenome sample from wastewater metagenome	
