run_accession	sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	read_count	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
ERR3928955	SAMEA6562872	ERX3936562	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_AR-HV-I9	PAIRED	AMPLICON	METAGENOMIC	PCR	165264	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:269-25	ena-RUN-LIMM-14-02-2020-13:18:41:269-25	9988371;8444205	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/005/ERR3928955/ERR3928955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/005/ERR3928955/ERR3928955_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928955/GCRFNG_AR-HV-I9_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928955/GCRFNG_AR-HV-I9_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/005/ERR3928955	GCRFNG_AR-HV-I9	Non-Western colorectal cancer microbiomes	
ERR3928956	SAMEA6562948	ERX3936563	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_AR-HV-J10	PAIRED	AMPLICON	METAGENOMIC	PCR	197062	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:269-26	ena-RUN-LIMM-14-02-2020-13:18:41:269-26	13354463;11220411	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/006/ERR3928956/ERR3928956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/006/ERR3928956/ERR3928956_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928956/GCRFNG_AR-HV-J10_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928956/GCRFNG_AR-HV-J10_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/006/ERR3928956	GCRFNG_AR-HV-J10	Non-Western colorectal cancer microbiomes	
ERR3928961	SAMEA6562908	ERX3936568	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_CH-CC-L12	PAIRED	AMPLICON	METAGENOMIC	PCR	103745	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:270-31	ena-RUN-LIMM-14-02-2020-13:18:41:270-31	6524897;5732450	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/001/ERR3928961/ERR3928961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/001/ERR3928961/ERR3928961_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928961/GCRFNG_CH-CC-L12_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928961/GCRFNG_CH-CC-L12_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/001/ERR3928961	GCRFNG_CH-CC-L12	Non-Western colorectal cancer microbiomes	
ERR3928964	SAMEA6562892	ERX3936571	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_CH-CC-P16	PAIRED	AMPLICON	METAGENOMIC	PCR	129181	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:270-34	ena-RUN-LIMM-14-02-2020-13:18:41:270-34	8472218;8895007	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/004/ERR3928964/ERR3928964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/004/ERR3928964/ERR3928964_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928964/GCRFNG_CH-CC-P16_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928964/GCRFNG_CH-CC-P16_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/004/ERR3928964	GCRFNG_CH-CC-P16	Non-Western colorectal cancer microbiomes	
ERR3928969	SAMEA6563007	ERX3936576	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_CH-CC-W23.R	PAIRED	AMPLICON	METAGENOMIC	PCR	98954	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:270-39	ena-RUN-LIMM-14-02-2020-13:18:41:270-39	6381426;5443602	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/009/ERR3928969/ERR3928969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/009/ERR3928969/ERR3928969_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928969/GCRFNG_CH-CC-W23.R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928969/GCRFNG_CH-CC-W23.R_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/009/ERR3928969	GCRFNG_CH-CC-W23.R	Non-Western colorectal cancer microbiomes	
ERR3928973	SAMEA6562962	ERX3936580	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_CH-HV-D4	PAIRED	AMPLICON	METAGENOMIC	PCR	123861	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:270-43	ena-RUN-LIMM-14-02-2020-13:18:41:270-43	8807868;7473042	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/003/ERR3928973/ERR3928973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/003/ERR3928973/ERR3928973_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928973/GCRFNG_CH-HV-D4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928973/GCRFNG_CH-HV-D4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/003/ERR3928973	GCRFNG_CH-HV-D4	Non-Western colorectal cancer microbiomes	
ERR3928975	SAMEA6562966	ERX3936582	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_CH-HV-F6	PAIRED	AMPLICON	METAGENOMIC	PCR	153426	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:270-45	ena-RUN-LIMM-14-02-2020-13:18:41:270-45	10327327;9027774	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/005/ERR3928975/ERR3928975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/005/ERR3928975/ERR3928975_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928975/GCRFNG_CH-HV-F6_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928975/GCRFNG_CH-HV-F6_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/005/ERR3928975	GCRFNG_CH-HV-F6	Non-Western colorectal cancer microbiomes	
ERR3928976	SAMEA6562980	ERX3936583	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_CH-HV-F6.R	PAIRED	AMPLICON	METAGENOMIC	PCR	194362	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:270-46	ena-RUN-LIMM-14-02-2020-13:18:41:270-46	13690060;11951928	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/006/ERR3928976/ERR3928976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/006/ERR3928976/ERR3928976_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928976/GCRFNG_CH-HV-F6.R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928976/GCRFNG_CH-HV-F6.R_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/006/ERR3928976	GCRFNG_CH-HV-F6.R	Non-Western colorectal cancer microbiomes	
ERR3928978	SAMEA6562915	ERX3936585	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_CH-HV-I9	PAIRED	AMPLICON	METAGENOMIC	PCR	136686	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:271-48	ena-RUN-LIMM-14-02-2020-13:18:41:271-48	9330269;8005762	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/008/ERR3928978/ERR3928978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/008/ERR3928978/ERR3928978_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928978/GCRFNG_CH-HV-I9_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928978/GCRFNG_CH-HV-I9_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/008/ERR3928978	GCRFNG_CH-HV-I9	Non-Western colorectal cancer microbiomes	
ERR3928979	SAMEA6562992	ERX3936586	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_CH-HV-J10	PAIRED	AMPLICON	METAGENOMIC	PCR	102346	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:271-49	ena-RUN-LIMM-14-02-2020-13:18:41:271-49	6423991;5574611	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/009/ERR3928979/ERR3928979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/009/ERR3928979/ERR3928979_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928979/GCRFNG_CH-HV-J10_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928979/GCRFNG_CH-HV-J10_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/009/ERR3928979	GCRFNG_CH-HV-J10	Non-Western colorectal cancer microbiomes	
ERR3928980	SAMEA6563003	ERX3936587	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_CH-HV-K11	PAIRED	AMPLICON	METAGENOMIC	PCR	189782	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:271-50	ena-RUN-LIMM-14-02-2020-13:18:41:271-50	12216122;9866780	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/000/ERR3928980/ERR3928980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/000/ERR3928980/ERR3928980_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928980/GCRFNG_CH-HV-K11_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928980/GCRFNG_CH-HV-K11_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/000/ERR3928980	GCRFNG_CH-HV-K11	Non-Western colorectal cancer microbiomes	
ERR3928986	SAMEA6562875	ERX3936593	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_CONT-A1-CH_with	PAIRED	AMPLICON	METAGENOMIC	PCR	103949	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:271-56	ena-RUN-LIMM-14-02-2020-13:18:41:271-56	6984427;5830131	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/006/ERR3928986/ERR3928986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/006/ERR3928986/ERR3928986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928986/GCRFNG_CONT-A1-CH_with_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928986/GCRFNG_CONT-A1-CH_with_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/006/ERR3928986	GCRFNG_CONT-A1-CH_with	Non-Western colorectal cancer microbiomes	
ERR3928991	SAMEA6562963	ERX3936598	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_CONT-A1-VI_quickreturn	PAIRED	AMPLICON	METAGENOMIC	PCR	114091	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:271-61	ena-RUN-LIMM-14-02-2020-13:18:41:271-61	7752146;6547760	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/001/ERR3928991/ERR3928991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/001/ERR3928991/ERR3928991_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928991/GCRFNG_CONT-A1-VI_quickreturn_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928991/GCRFNG_CONT-A1-VI_quickreturn_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/001/ERR3928991	GCRFNG_CONT-A1-VI_quickreturn	Non-Western colorectal cancer microbiomes	
ERR3928997	SAMEA6562987	ERX3936604	PRJEB36789	ERA2383252	256318	metagenome	GCRFNG_CONT-B2-IN_quickreturn	PAIRED	AMPLICON	METAGENOMIC	PCR	95484	2020-02-24	Illumina HiSeq 4000 paired end sequencing	The colorectal cancer-associated faecal microbiome of developing countries resembles that of developed countries	ena-STUDY-LIMM-14-02-2020-12:35:31:340-348	ena-EXPERIMENT-LIMM-14-02-2020-13:18:41:272-67	ena-RUN-LIMM-14-02-2020-13:18:41:272-67	6145760;5157780	ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/007/ERR3928997/ERR3928997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR392/007/ERR3928997/ERR3928997_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928997/GCRFNG_CONT-B2-IN_quickreturn_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR392/ERR3928997/GCRFNG_CONT-B2-IN_quickreturn_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR392/007/ERR3928997	GCRFNG_CONT-B2-IN_quickreturn	Non-Western colorectal cancer microbiomes	
