run_accession	sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	read_count	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
ERR440830	SAMEA2384942	ERX407594	PRJEB5714	ERA290748	412755	marine sediment metagenome	TRRsed2:176	SINGLE	AMPLICON	METAGENOMIC	PCR	112842	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024163:176	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024163:176	seqs_TRRsed2.1032998.fastq.gz_run	7176461	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440830/ERR440830.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440830/seqs_TRRsed2.1032998.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440830	qiime_study_1517:TRRsed2	TRRsed2	
ERR440835	SAMEA2384947	ERX407599	PRJEB5714	ERA290748	749906	gut metagenome	Rabbit:172	SINGLE	AMPLICON	METAGENOMIC	PCR	136184	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024168:172	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024168:172	seqs_Rabbit.1032854.fastq.gz_run	8256543	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440835/ERR440835.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440835/seqs_Rabbit.1032854.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440835	qiime_study_1517:Rabbit	Rabbit	
ERR440838	SAMEA2384950	ERX407602	PRJEB5714	ERA290748	447426	human oral metagenome	F11Tong:53	SINGLE	AMPLICON	METAGENOMIC	PCR	333335	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024171:53	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024171:53	seqs_F11Tong.1032999.fastq.gz_run	18739103	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440838/ERR440838.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440838/seqs_F11Tong.1032999.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440838	qiime_study_1517:F11Tong	F11Tong	
ERR440841	SAMEA2384953	ERX407605	PRJEB5714	ERA290748	408170	human gut metagenome	k57B.6Post:85	SINGLE	AMPLICON	METAGENOMIC	PCR	171284	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024174:85	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024174:85	seqs_k57B.6Post.1032977.fastq.gz_run	10361840	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440841/ERR440841.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440841/seqs_k57B.6Post.1032977.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440841	qiime_study_1517:k57B.6Post	k57B.6Post	
ERR440843	SAMEA2384955	ERX407607	PRJEB5714	ERA290748	408170	human gut metagenome	h186M:72	SINGLE	AMPLICON	METAGENOMIC	PCR	246566	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024176:72	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024176:72	seqs_h186M.1032898.fastq.gz_run	15668138	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440843/ERR440843.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440843/seqs_h186M.1032898.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440843	qiime_study_1517:h186M	h186M	
ERR440845	SAMEA2384957	ERX407609	PRJEB5714	ERA290748	410658	soil metagenome	CCD23A:40	SINGLE	AMPLICON	METAGENOMIC	PCR	136551	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024178:40	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024178:40	seqs_CCD23A.1032936.fastq.gz_run	9034710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440845/ERR440845.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440845/seqs_CCD23A.1032936.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440845	qiime_study_1517:CCD23A	CCD23A	
ERR440848	SAMEA2384960	ERX407612	PRJEB5714	ERA290748	410658	soil metagenome	KBS401:97	SINGLE	AMPLICON	METAGENOMIC	PCR	183478	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024181:97	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024181:97	seqs_KBS401.1032965.fastq.gz_run	12399353	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440848/ERR440848.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440848/seqs_KBS401.1032965.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440848	qiime_study_1517:KBS401	KBS401	
ERR440849	SAMEA2384961	ERX407613	PRJEB5714	ERA290748	749906	gut metagenome	HyraxSTL:82	SINGLE	AMPLICON	METAGENOMIC	PCR	255572	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024182:82	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024182:82	seqs_HyraxSTL.1032835.fastq.gz_run	16113241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440849/ERR440849.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440849/seqs_HyraxSTL.1032835.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440849	qiime_study_1517:HyraxSTL	HyraxSTL	
ERR440853	SAMEA2384965	ERX407617	PRJEB5714	ERA290748	410658	soil metagenome	HI.20.58e.2:80	SINGLE	AMPLICON	METAGENOMIC	PCR	131428	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024186:80	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024186:80	seqs_HI.20.58e.2.1032940.fastq.gz_run	9011993	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440853/ERR440853.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440853/seqs_HI.20.58e.2.1032940.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440853	qiime_study_1517:HI.20.58e.2	HI.20.58e.2	
ERR440856	SAMEA2384968	ERX407620	PRJEB5714	ERA290748	749906	gut metagenome	BaboonW:29	SINGLE	AMPLICON	METAGENOMIC	PCR	150480	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024189:29	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024189:29	seqs_BaboonW.1032836.fastq.gz_run	9189407	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440856/ERR440856.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440856/seqs_BaboonW.1032836.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440856	qiime_study_1517:BaboonW	BaboonW	
ERR440858	SAMEA2384970	ERX407622	PRJEB5714	ERA290748	556184	Amytornis merrotsyi merrotsyi	AQC7cm:25	SINGLE	AMPLICON	METAGENOMIC	PCR	111627	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024191:25	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024191:25	seqs_AQC7cm.1032880.fastq.gz_run	7084016	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440858/ERR440858.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440858/seqs_AQC7cm.1032880.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440858	qiime_study_1517:AQC7cm	AQC7cm	
ERR440870	SAMEA2384982	ERX407634	PRJEB5714	ERA290748	655179	air metagenome	ASM2:28	SINGLE	AMPLICON	METAGENOMIC	PCR	67905	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024203:28	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024203:28	seqs_ASM2.1032926.fastq.gz_run	4211390	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440870/ERR440870.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440870/seqs_ASM2.1032926.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440870	qiime_study_1517:ASM2	ASM2	
ERR440871	SAMEA2384983	ERX407635	PRJEB5714	ERA290748	449393	freshwater metagenome	NSB.080707.Epi:154	SINGLE	AMPLICON	METAGENOMIC	PCR	46150	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024204:154	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024204:154	seqs_NSB.080707.Epi.1032962.fastq.gz_run	2997319	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440871/ERR440871.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440871/seqs_NSB.080707.Epi.1032962.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440871	qiime_study_1517:NSB.080707.Epi	NSB.080707.Epi	
ERR440872	SAMEA2384984	ERX407636	PRJEB5714	ERA290748	410656	organismal metagenomes	EB001:46	SINGLE	AMPLICON	METAGENOMIC	PCR	232478	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024205:46	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024205:46	seqs_EB001.1032972.fastq.gz_run	13121731	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440872/ERR440872.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440872/seqs_EB001.1032972.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440872	qiime_study_1517:EB001	EB001	
ERR440875	SAMEA2384987	ERX407639	PRJEB5714	ERA290748	408169	metagenomes	P125a:165	SINGLE	AMPLICON	METAGENOMIC	PCR	236087	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024208:165	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024208:165	seqs_P125a.1032895.fastq.gz_run	15444796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440875/ERR440875.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440875/seqs_P125a.1032895.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440875	qiime_study_1517:P125a	P125a	
ERR440887	SAMEA2384999	ERX407651	PRJEB5714	ERA290748	447426	human oral metagenome	M11Mout:113	SINGLE	AMPLICON	METAGENOMIC	PCR	594650	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024220:113	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024220:113	seqs_M11Mout.1032959.fastq.gz_run	34252548	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440887/ERR440887.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440887/seqs_M11Mout.1032959.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440887	qiime_study_1517:M11Mout	M11Mout	
ERR440892	SAMEA2385004	ERX407656	PRJEB5714	ERA290748	749906	gut metagenome	Gazelle3:62	SINGLE	AMPLICON	METAGENOMIC	PCR	286244	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024225:62	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024225:62	seqs_Gazelle3.1032872.fastq.gz_run	17754441	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440892/ERR440892.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440892/seqs_Gazelle3.1032872.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440892	qiime_study_1517:Gazelle3	Gazelle3	
ERR440896	SAMEA2385008	ERX407660	PRJEB5714	ERA290748	408170	human gut metagenome	h101A.4:64	SINGLE	AMPLICON	METAGENOMIC	PCR	158788	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024229:64	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024229:64	seqs_h101A.4.1033024.fastq.gz_run	9647742	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440896/ERR440896.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440896/seqs_h101A.4.1033024.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440896	qiime_study_1517:h101A.4	h101A.4	
ERR440899	SAMEA2385011	ERX407663	PRJEB5714	ERA290748	408172	marine metagenome	A2:1	SINGLE	AMPLICON	METAGENOMIC	PCR	225297	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024232:1	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024232:1	seqs_A2.1032955.fastq.gz_run	13641633	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440899/ERR440899.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440899/seqs_A2.1032955.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440899	qiime_study_1517:A2	A2	
ERR440908	SAMEA2385020	ERX407672	PRJEB5714	ERA290748	408170	human gut metagenome	USBldChld4:180	SINGLE	AMPLICON	METAGENOMIC	PCR	188966	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024241:180	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024241:180	seqs_USBldChld4.1033021.fastq.gz_run	10506798	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440908/ERR440908.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440908/seqs_USBldChld4.1033021.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440908	qiime_study_1517:USBldChld4	USBldChld4	
ERR440910	SAMEA2385022	ERX407674	PRJEB5714	ERA290748	447426	human oral metagenome	M32Mout:144	SINGLE	AMPLICON	METAGENOMIC	PCR	340091	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024243:144	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024243:144	seqs_M32Mout.1032843.fastq.gz_run	18665836	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440910/ERR440910.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440910/seqs_M32Mout.1032843.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440910	qiime_study_1517:M32Mout	M32Mout	
ERR440911	SAMEA2385023	ERX407675	PRJEB5714	ERA290748	447426	human oral metagenome	M31Mout:139	SINGLE	AMPLICON	METAGENOMIC	PCR	193307	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024244:139	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024244:139	seqs_M31Mout.1032991.fastq.gz_run	10866326	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440911/ERR440911.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440911/seqs_M31Mout.1032991.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440911	qiime_study_1517:M31Mout	M31Mout	
ERR440913	SAMEA2385025	ERX407677	PRJEB5714	ERA290748	449393	freshwater metagenome	NSB.080710.Hypo:158	SINGLE	AMPLICON	METAGENOMIC	PCR	157737	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024246:158	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024246:158	seqs_NSB.080710.Hypo.1033002.fastq.gz_run	9816021	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440913/ERR440913.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440913/seqs_NSB.080710.Hypo.1033002.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440913	qiime_study_1517:NSB.080710.Hypo	NSB.080710.Hypo	
ERR440920	SAMEA2385032	ERX407684	PRJEB5714	ERA290748	539655	human skin metagenome	M31Plmr:140	SINGLE	AMPLICON	METAGENOMIC	PCR	166679	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024253:140	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024253:140	seqs_M31Plmr.1032975.fastq.gz_run	9965629	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440920/ERR440920.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440920/seqs_M31Plmr.1032975.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440920	qiime_study_1517:M31Plmr	M31Plmr	
ERR440923	SAMEA2385035	ERX407687	PRJEB5714	ERA290748	539655	human skin metagenome	M22Fotr:126	SINGLE	AMPLICON	METAGENOMIC	PCR	89299	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024256:126	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024256:126	seqs_M22Fotr.1032982.fastq.gz_run	5779320	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440923/ERR440923.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440923/seqs_M22Fotr.1032982.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440923	qiime_study_1517:M22Fotr	M22Fotr	
ERR440925	SAMEA2385037	ERX407689	PRJEB5714	ERA290748	410658	soil metagenome	CCA45A:37	SINGLE	AMPLICON	METAGENOMIC	PCR	179472	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024258:37	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024258:37	seqs_CCA45A.1032875.fastq.gz_run	11799951	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440925/ERR440925.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440925/seqs_CCA45A.1032875.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440925	qiime_study_1517:CCA45A	CCA45A	
ERR440929	SAMEA2385041	ERX407693	PRJEB5714	ERA290748	410658	soil metagenome	FL.3.37a.3:61	SINGLE	AMPLICON	METAGENOMIC	PCR	29910	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024262:61	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024262:61	seqs_FL.3.37a.3.1033004.fastq.gz_run	1983616	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440929/ERR440929.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440929/seqs_FL.3.37a.3.1033004.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440929	qiime_study_1517:FL.3.37a.3	FL.3.37a.3	
ERR440930	SAMEA2385042	ERX407694	PRJEB5714	ERA290748	408172	marine metagenome	NB1:148	SINGLE	AMPLICON	METAGENOMIC	PCR	222690	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024263:148	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024263:148	seqs_NB1.1032917.fastq.gz_run	12868607	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440930/ERR440930.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440930/seqs_NB1.1032917.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440930	qiime_study_1517:NB1	NB1	
ERR440934	SAMEA2385046	ERX407698	PRJEB5714	ERA290748	410658	soil metagenome	KBS201:91	SINGLE	AMPLICON	METAGENOMIC	PCR	222653	2018-11-16	unspecified sequencing: qiime_experiment_1517:1024267:91	Parfrey_euk_testing_samples_515_806	qiime_study_1517	qiime_experiment_1517:1024267:91	seqs_KBS201.1032877.fastq.gz_run	14887260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR440/ERR440934/ERR440934.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR440/ERR440934/seqs_KBS201.1032877.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR440/ERR440934	qiime_study_1517:KBS201	KBS201	
